funcJ2
224.996	1957	4954	27602	100.006	(20.0003,4.9998,10,4.9998)
224.996	1814	4215	26059	100.006	(20.0003,4.9998,10,4.9998)
224.996	1887	4578	26609	100.006	(20.0003,4.9998,10,4.9998)
224.996	1874	4493	26596	100.006	(20.0003,4.9998,10,4.9998)
224.996	1987	4754	27009	100.006	(20.0003,4.9998,10,4.9998)
224.996	1978	4750	27074	100.006	(20.0003,4.9998,10,4.9998)
224.996	1935	4563	26787	100.006	(20.0003,4.9998,10,4.9998)
224.996	1995	4829	26951	100.006	(20.0003,4.9998,10,4.9998)
224.996	1956	4851	27686	100.006	(20.0003,4.9998,10,4.9998)
224.996	1873	4527	26762	100.006	(20.0003,4.9998,10,4.9998)
224.996	1884	4450	26421	100.006	(20.0003,4.9998,10,4.9998)
224.996	2047	4611	26072	100.006	(20.0003,4.9998,10,4.9998)
224.996	1876	4307	26132	100.006	(20.0003,4.9998,10,4.9998)
224.996	1963	4623	26613	100.006	(20.0003,4.9998,10,4.9998)
224.996	1887	4462	26405	100.006	(20.0003,4.9998,10,4.9998)
224.996	1907	4570	26852	100.006	(20.0003,4.9998,10,4.9998)
224.996	1854	4545	26896	100.006	(20.0003,4.9998,10,4.9998)
224.996	2116	5088	27345	100.006	(20.0003,4.9998,10,4.9998)
224.996	1888	4532	26825	100.006	(20.0003,4.9998,10,4.9998)
224.996	1935	4833	27179	100.006	(20.0003,4.9998,10,4.9998)
224.996	1941	4670	27150	100.006	(20.0003,4.9998,10,4.9998)
224.996	2050	5282	28567	100.006	(20.0003,4.9998,10,4.9998)
224.996	1951	4836	27440	100.006	(20.0003,4.9998,10,4.9998)
224.996	1946	4777	27373	100.006	(20.0003,4.9998,10,4.9998)
224.996	1855	4631	27147	100.006	(20.0003,4.9998,10,4.9998)
224.996	1833	4528	26576	100.006	(20.0003,4.9998,10,4.9998)
224.996	1914	4861	27096	100.006	(20.0003,4.9998,10,4.9998)
224.996	1889	4735	27370	100.006	(20.0003,4.9998,10,4.9998)
