funcJ2
224.965	1046	5565240	8380	99.9832	(19.9992,5.00084,10,4.99866)
224.974	2017	6172350	9280	99.9848	(19.9992,5.00084,10,4.99922)
224.959	5121	5871510	8840	100.002	(20.0001,4.99996,10,4.99795)
224.952	2416	5896140	8900	100	(20,5.00001,10,4.99761)
224.959	5119	5890680	8860	99.9978	(19.9999,5.00005,10,4.9979)
224.966	2209	5217000	7860	99.9958	(19.9998,5.00021,10,4.99841)
224.957	4548	7599060	11440	99.9995	(20,5.00003,10,4.99787)
224.966	888	5385390	8120	99.9953	(19.9998,5.00018,10,4.99833)
224.96	692	5957640	8980	99.9875	(19.9994,5.00064,10,4.99834)
224.956	1290	6424560	9660	99.996	(19.9998,5.00026,10,4.99798)
224.962	5656	5738400	8640	99.9986	(19.9999,5.00009,10,4.99816)
224.968	1858	6042780	9100	99.9914	(19.9996,5.00034,10,4.99847)
224.958	4079	6700560	10080	100.001	(20.0001,4.99997,10,4.9979)
224.967	933	6480510	9760	99.9908	(19.9995,5.00049,10,4.99864)
224.968	3391	7478190	11240	100.002	(20.0001,4.99995,10,4.99839)
224.972	5284	6519480	9800	99.9959	(19.9998,5.00008,10,4.99852)
224.968	1771	5566710	8380	99.997	(19.9998,5.00015,10,4.99848)
224.957	2676	5241870	7900	99.9946	(19.9997,5.0002,10,4.99787)
224.961	1821	6823740	10280	99.9991	(20,5,10,4.99801)
224.966	4637	7908210	11900	100.004	(20.0002,4.99987,10,4.99833)
224.965	5993	7206630	10840	100.001	(20,5.00004,10,4.99836)
224.963	3664	7516590	11300	100	(20,5.00007,10,4.99829)
224.971	2948	6295020	9460	99.9974	(19.9999,5.00017,10,4.99866)
224.969	1842	5550960	8360	99.9917	(19.9996,5.00041,10,4.99863)
224.969	1299	5421030	8160	99.9905	(19.9995,5.00045,10,4.99867)
224.961	789	5482110	8240	99.9861	(19.9993,5.00043,10,4.99798)
224.944	3569	6672570	10060	99.9994	(20,4.99997,10,4.99715)
224.964	4614	6488700	9780	99.9933	(19.9997,5.00034,10,4.99837)
224.966	5733	6282780	9460	99.996	(19.9998,5.00021,10,4.99843)
224.957	2132	6379020	9600	99.9928	(19.9996,5.00039,10,4.99808)
224.959	5642	6758010	10160	99.999	(19.9999,5.00015,10,4.9981)
224.948	5181	6470610	9740	100	(20,5.00007,10,4.99752)
224.975	4097	6224880	9380	99.9748	(19.9987,5.00079,10,4.99865)
