funcSMD6
2.73521e-16	5968	6063	9.46417e-13	(-1.59874e-08,-2.29386e-09,-3.55847e-09,-9.72699e-07,0,0,0,0,0)
2.04678e-17	5809	5977	1.30492e-09	(-2.0733e-09,1.09489e-09,3.86916e-09,3.61237e-05,0,0,0,0,0)
8.29587e-16	6006	6106	2.41735e-10	(-6.76845e-09,1.64369e-08,2.26628e-08,1.55478e-05,0,0,0,0,0)
2.13263e-16	6019	6106	1.03692e-10	(-5.71636e-09,1.06852e-08,-8.14945e-09,-1.01829e-05,0,0,0,0,0)
6.61902e-16	5996	6106	3.34435e-11	(1.62809e-08,-1.86276e-08,-7.06021e-09,5.78298e-06,0,0,0,0,0)
6.97609e-17	6017	6149	3.72296e-11	(-3.09841e-09,5.27553e-09,-5.6859e-09,6.1016e-06,0,0,0,0,0)
4.0982e-17	6018	6149	2.01359e-10	(-3.8077e-09,4.75763e-10,-5.12417e-09,1.41901e-05,0,0,0,0,0)
7.13266e-16	5804	5977	3.54241e-10	(-3.24323e-09,-1.25849e-08,-2.33317e-08,1.88213e-05,0,0,0,0,0)
4.68604e-18	5906	6020	6.15923e-10	(9.63761e-10,1.49323e-09,-1.23591e-09,2.48178e-05,0,0,0,0,0)
1.03844e-15	5823	5934	1.15696e-09	(-6.27466e-09,-2.97939e-08,-1.05545e-08,-3.40141e-05,0,0,0,0,0)
funcSMD6
4.42575e-06	5787	6278	2.00079e-06	(-0.000729538,0.000318309,0.000407625,0.00081611,0.000618986,0.000389748,-0.00143652,-0.000601144,0,0,0,0,0,0,0,0,-0.00143652,-0.000601144)
5.95107e-06	6024	6450	4.0504e-06	(-0.000158791,-0.0013808,5.94763e-05,-0.000262025,0.00141683,-0.000197462,-0.000608692,0.001237,0,0,0,0,0,0,0,0,-0.000608692,0.001237)
3.15207e-06	6026	6579	3.12482e-06	(0.000145994,0.000557458,0.000832941,-5.47094e-05,0.000134351,0.0014415,8.84807e-05,0.000139363,0,0,0,0,0,0,0,0,8.84807e-05,0.000139363)
1.02596e-06	6010	6407	9.88516e-07	(0.000646758,0.000281007,4.26588e-05,0.000185658,0.000429427,0.000520152,0.000181355,6.75091e-05,0,0,0,0,0,0,0,0,0.000181355,6.75091e-05)
3.53686e-06	5871	6364	3.40514e-06	(-0.000462572,-8.96629e-05,-0.0011032,6.01809e-05,-0.000916936,0.0010591,-0.000352712,8.54883e-05,0,0,0,0,0,0,0,0,-0.000352712,8.54883e-05)
1.71599e-06	6028	6493	1.53022e-06	(0.000547359,-0.000444943,-0.000304652,0.000198319,0.000635981,0.000704295,-0.000345555,-0.000257598,0,0,0,0,0,0,0,0,-0.000345555,-0.000257598)
2.70698e-06	5843	6407	2.58658e-06	(-0.0003789,0.000802658,-0.00016393,-0.00115196,-0.00060071,-0.000289842,0.000117712,0.000326418,0,0,0,0,0,0,0,0,0.000117712,0.000326418)
1.54821e-06	5966	6407	1.19534e-06	(0.000540571,-0.000298269,8.99066e-06,0.000226394,-0.000471166,-0.000735397,0.000594043,-3.54447e-06,0,0,0,0,0,0,0,0,0.000594043,0)
9.25356e-07	5988	6364	9.00597e-07	(-0.00034548,0.000517372,0.00038903,-0.000291637,-0.000130477,0.000510046,-6.83098e-05,-0.000141748,0,0,0,0,0,0,0,0,-6.83098e-05,-0.000141748)
1.15151e-06	5979	6622	1.01326e-06	(-0.000253878,-0.000102328,-8.57054e-05,-0.000287855,0.000770234,-0.00050484,0.000198649,0.000314313,0,0,0,0,0,0,0,0,0.000198649,0.000314313)
funcSMD6
0.000490528	6017	7009	0.000396549	(-0.00820105,0.00247593,0.00130671,-0.00237952,0.00789164,-0.00513116,0.00869309,-0.0083271,-0.00907052,0.00660145,-0.00370781,0.00605412,0,0,0,0,0,0,0,0,0,0,0,0,0.00660145,-0.00370781,0.00605412)
0.000566237	6041	7181	0.000487585	(0.0127513,-0.00400826,0.00465344,0.0048376,-0.0138171,-0.0026743,0.00742608,-0.00311278,-0.000983955,-0.00439392,-0.00740725,-0.00211616,0,0,0,0,0,0,0,0,0,0,0,0,-0.00439392,-0.00740725,-0.00211616)
0.00184217	5893	6708	0.00136275	(-0.0048411,0.019776,-0.00672164,0.016058,-0.018581,-0.002293,-0.0112222,-0.000510811,-0.0129796,0.0141921,-0.00413377,-0.0161528,0,0,0,0,0,0,0,0,0,0,0,0,0.0141921,-0.00413377,-0.0161528)
