funcSMD6
4.9305e-16	5979	6078	8.64276e-10	(1.78217e-08,-5.07183e-09,-1.22357e-08,-2.93986e-05,0,0,0,0,0)
1.79901e-15	5973	6142	1.52046e-09	(3.31623e-08,-2.62658e-08,-3.06273e-09,-3.89931e-05,0,0,0,0,0)
8.0679e-15	6029	6174	8.39216e-10	(-5.16728e-08,-5.39938e-08,-4.98246e-08,-2.89691e-05,0,0,0,0,0)
5.97581e-15	5986	6078	5.62772e-11	(-4.64637e-08,5.56277e-08,2.68793e-08,-7.50142e-06,0,0,0,0,0)
2.00092e-14	5989	6142	5.43282e-10	(-8.05888e-08,9.08734e-08,-7.25028e-08,-2.3308e-05,0,0,0,0,0)
1.97498e-16	5939	6014	2.09505e-09	(-1.08883e-08,8.47061e-09,-2.68185e-09,-4.57717e-05,0,0,0,0,0)
3.25657e-15	5958	6110	3.61306e-10	(3.58225e-08,1.20856e-08,4.27463e-08,1.9008e-05,0,0,0,0,0)
2.67234e-16	5997	6110	1.05899e-09	(1.30988e-08,-7.29224e-09,-6.51765e-09,3.25421e-05,0,0,0,0,0)
3.75467e-17	5951	6078	2.63435e-10	(3.14962e-09,-3.99007e-09,3.42138e-09,-1.62307e-05,0,0,0,0,0)
3.81783e-16	5928	6014	6.11177e-10	(1.93382e-08,-2.65126e-09,8.87741e-10,-2.4722e-05,0,0,0,0,0)
funcSMD6
1.84045e-05	5989	6558	1.68275e-05	(0.00145401,0.00180517,0.000653987,0.000354473,0.00049875,0.00326384,0.000498276,-0.00115266,0,0,0,0,0,0,0,0,0.000498276,-0.00115266)
7.45925e-06	5930	6366	4.10035e-06	(-7.26091e-05,-0.000808314,0.000891592,-0.000275762,-7.93563e-05,0.00160138,0.000322386,0.00180416,0,0,0,0,0,0,0,0,0.000322386,0.00180416)
1.91393e-05	6019	6878	1.04412e-05	(-0.00242917,-0.00102244,-0.000211093,0.00113073,0.00147318,-3.96496e-05,0.00291,-0.000479539,0,0,0,0,0,0,0,0,0.00291,-0.000479539)
5.1005e-06	5969	7006	5.04189e-06	(-0.000424496,-0.000918949,-0.00149111,0.000199908,0.00125432,-0.000424898,-9.99528e-05,0.000220506,0,0,0,0,0,0,0,0,-9.99528e-05,0.000220506)
1.36623e-05	5955	6878	1.3643e-05	(-7.03389e-05,0.00350962,-0.000261081,0.000937466,0.000184194,0.000582854,0.000138146,1.23276e-05,0,0,0,0,0,0,0,0,0.000138146,1.23276e-05)
6.37826e-06	5755	6430	5.9304e-06	(0.000718097,0.000183365,-0.00217511,0.000590931,0.000485735,-0.000254739,0.000422566,0.000518945,0,0,0,0,0,0,0,0,0.000422566,0.000518945)
3.5693e-06	5912	6494	2.91229e-06	(-0.000868952,0.000275768,0.000479577,-0.000190173,0.00133803,0.000157103,0.000587912,-0.000557998,0,0,0,0,0,0,0,0,0.000587912,-0.000557998)
5.3877e-06	5830	6750	4.12495e-06	(-0.00113832,0.00121727,-0.000946393,-0.000531777,0.000326993,0.000249124,-0.00112163,-6.84787e-05,0,0,0,0,0,0,0,0,-0.00112163,-6.84787e-05)
1.04687e-06	5969	6334	6.28349e-07	(0.000647139,0.000175874,-0.00023665,8.28741e-05,-7.71724e-05,-0.000331362,-0.000622736,-0.000175271,0,0,0,0,0,0,0,0,-0.000622736,-0.000175271)
1.07279e-05	5959	6558	8.17927e-06	(0.00086176,-0.000250297,0.000847015,-0.00138627,0.00217412,-8.96186e-05,-0.000421916,-0.00153967,0,0,0,0,0,0,0,0,-0.000421916,-0.00153967)
funcSMD6
